"hr","weekday","weathersit","temp","hum","windspeed","ToD","temp2","season","mnth","cnt"
20,"0","1",0.459999999999999,0.47,0.1642,"(19,24]",0.211599999999999,"1",1,57
21,NA,"1",0.459999999999999,0.51,0.1642,"(19,24]",0.211599999999999,"1",1,28
22,"0",NA,1.4,0.49,0.1343,"(19,24]",1.96,"1",1,21
NA,"0",NA,NA,0.4,0.1045,"(19,24]",NA,"1",1,18
0,"1","2",1.4,0.47,0.2239,"(-0.01,5]",1.96,"1",1,17
1,"1","2",1.4,0.44,0.194,"(-0.01,5]",1.96,"1",1,16
2,"1","2",0.459999999999999,0.43,0.2537,"(-0.01,5]",0.211599999999999,"1",1,8
3,"1","2",0.459999999999999,0.43,0.194,"(-0.01,5]",0.211599999999999,"1",1,2
4,NA,"2",0.459999999999999,NA,NA,NA,0.211599999999999,"1",1,3
5,NA,"2",0.459999999999999,NA,NA,NA,NA,"1",1,1
6,"1","2",0.459999999999999,0.43,0.194,"(5,10]",0.211599999999999,"1",1,5
7,"1","2",-0.48,0.5,0.1343,"(5,10]",0.2304,"1",1,13
8,"1","2",-0.48,0.47,0.2239,"(5,10]",0.2304,"1",1,33
NA,"1",NA,NA,0.47,0.2239,"(5,10]",NA,"1",1,47
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,57
NA,"1",NA,NA,0.55,0.194,"(10,16]",NA,"1",1,64
12,NA,"2",0.459999999999999,NA,NA,NA,NA,"1",1,80
13,"1","2",0.459999999999999,0.47,NA,"(10,16]",0.211599999999999,"1",1,93
14,"1","2",0.459999999999999,0.43,NA,"(10,16]",0.211599999999999,"1",1,86
15,"1","2",1.4,0.47,0.1642,"(10,16]",1.96,"1",1,93
16,"1","2",1.4,0.47,0.1642,"(10,16]",1.96,"1",1,82
17,"1","1",1.4,0.51,0.194,"(16,19]",1.96,"1",1,71
18,"1","2",0.459999999999999,0.55,0.2537,"(16,19]",0.211599999999999,"1",1,92
19,"1","3",0.459999999999999,0.59,0.194,"(16,19]",0.211599999999999,"1",1,60
20,"1","3",-0.48,0.8,0.194,"(19,24]",0.2304,"1",1,33
21,"1","3",-0.48,0.8,0.194,"(19,24]",0.2304,"1",1,27
22,"1","3",-1.42,0.93,0.2537,"(19,24]",2.0164,"1",1,13
23,NA,"3",-0.48,NA,NA,NA,0.2304,"1",1,4
12,"2",NA,1.4,NA,0.3284,"(10,16]",1.96,"1",1,3
NA,"2",NA,NA,0.86,0.2239,"(10,16]",NA,"1",1,22
14,"2","2",2.34,0.8,0.1642,"(10,16]",5.4756,"1",1,28
15,"2","2",2.34,0.87,0.1642,"(10,16]",5.4756,"1",1,35
16,"2","2",2.34,0.87,0.194,"(10,16]",5.4756,"1",1,61
17,"2","2",2.34,0.82,0.194,"(16,19]",5.4756,"1",1,125
18,"2","2",2.34,0.8,0.1642,"(16,19]",5.4756,"1",1,133
19,"2","2",2.34,0.8,0.1343,"(16,19]",5.4756,"1",1,99
20,"2","2",2.34,0.87,0,"(19,24]",5.4756,"1",1,83
21,"2","2",2.34,0.93,0.1045,"(19,24]",5.4756,"1",1,41
22,"2","2",2.34,0.93,0.0896,"(19,24]",5.4756,"1",1,33
23,NA,"2",2.34,0.93,0,"(19,24]",5.4756,"1",1,20
0,"3","2",2.34,0.93,0,"(-0.01,5]",5.4756,"1",1,3
1,"3","3",NA,0.93,0.1343,"(-0.01,5]",5.4756,"1",1,7
2,"3","3",2.34,0.93,0.1343,"(-0.01,5]",5.4756,"1",1,3
4,NA,"3",2.34,NA,NA,NA,NA,"1",1,2
NA,"3",NA,NA,0.93,0.0896,"(-0.01,5]",NA,"1",1,7
6,"3","2",2.34,0.93,0.0896,"(5,10]",5.4756,"1",1,32
NA,NA,"2",3.28,0.92,0.1045,"(5,10]",10.7584,"1",1,90
8,"3","2",3.28,0.93,0.1045,"(5,10]",10.7584,"1",1,197
9,NA,NA,3.28,NA,NA,NA,10.7584,"1",1,109
NA,"3",NA,NA,0.93,0.1343,"(5,10]",NA,"1",1,47
11,NA,"2",5.16,NA,NA,NA,26.6256,"1",1,52
12,"3","2",6.1,0.81,0.0896,"(10,16]",37.21,"1",1,70
13,"3","1",10.8,0.62,0.2836,"(10,16]",116.64,"1",1,78
NA,"3",NA,NA,0.58,0.2537,"(10,16]",NA,"1",1,75
15,"3","1",10.8,0.54,0.2836,"(10,16]",116.64,"1",1,82
16,"3","1",NA,0.58,0.3881,"(10,16]",97.2196,"1",1,104
17,"3","1",8.92,0.57,0.3284,"(16,19]",79.5664,"1",1,197
NA,NA,"1",7.98,NA,NA,NA,63.6804,"1",1,161
19,NA,"1",7.04,NA,NA,NA,49.5616,"1",1,112
20,"3","1",7.04,0.49,0.2985,"(19,24]",49.5616,"1",1,76
21,"3","1",7.04,0.49,0.4179,"(19,24]",49.5616,"1",1,59
22,"3","1",6.1,0.52,0.1642,NA,37.21,"1",1,59
23,"3","1",6.1,0.52,0.4627,"(19,24]",37.21,"1",1,28
0,"4","1",4.22,0.56,0.3881,"(-0.01,5]",17.8084,"1",1,13
1,"4","1",4.22,0.56,0,"(-0.01,5]",17.8084,"1",1,5
2,NA,"1",4.22,NA,NA,NA,17.8084,"1",1,2
3,"4","1",4.22,0.56,0.1642,"(-0.01,5]",17.8084,"1",1,1
4,"4","1",4.22,0.56,0.1642,"(-0.01,5]",17.8084,"1",1,1
5,"4","1",3.28,0.6,0.2239,"(-0.01,5]",10.7584,"1",1,6
6,"4","1",2.34,0.6,0.2239,"(5,10]",NA,"1",1,35
7,"4","1",2.34,0.55,0.2239,"(5,10]",5.4756,"1",1,101
8,"4","1",2.34,0.55,0.2836,"(5,10]",5.4756,"1",1,249
9,"4","2",3.28,0.52,0.2239,"(5,10]",10.7584,"1",1,143
10,"4","1",4.22,0.48,0.2985,"(5,10]",17.8084,"1",1,57
11,"4","2",5.16,0.45,0.1642,"(10,16]",26.6256,"1",1,68
12,"4","2",6.1,0.42,0,"(10,16]",37.21,"1",1,84
13,NA,"2",5.16,NA,0.1045,"(10,16]",26.6256,"1",1,98
14,"4","2",NA,0.45,0.1343,"(10,16]",37.21,"1",1,81
15,NA,NA,7.04,NA,NA,NA,49.5616,"1",1,70
NA,"4",NA,NA,NA,0.1343,"(10,16]",NA,"1",1,91
17,"4","2",6.1,0.49,0.1045,"(16,19]",37.21,"1",1,215
18,"4","2",4.22,0.56,0.194,"(16,19]",17.8084,"1",1,185
NA,"4",NA,NA,0.56,0.3284,"(16,19]",NA,"1",1,152
20,NA,"2",NA,NA,NA,NA,17.8084,"1",1,126
NA,"4",NA,NA,0.6,0.2537,"(19,24]",NA,"1",1,57
22,"4","2",3.28,0.65,0.2836,"(19,24]",10.7584,"1",1,56
23,"4","2",3.28,0.65,NA,"(19,24]",10.7584,"1",1,31
NA,"5",NA,NA,0.7,0.2537,"(-0.01,5]",NA,"1",1,21
1,NA,"2",3.28,NA,NA,NA,10.7584,"1",1,6
2,"5","3",3.28,0.75,0.1642,"(-0.01,5]",10.7584,"1",1,2
NA,"5",NA,NA,0.8,0.2985,"(-0.01,5]",NA,"1",1,1
4,NA,"2",2.34,NA,NA,NA,5.4756,"1",1,1
5,"5","1",3.28,0.6,0.4179,"(-0.01,5]",10.7584,"1",1,5
6,"5","1",2.34,NA,0.2537,"(5,10]",5.4756,"1",1,27
NA,"5","1",1.4,0.51,0.2836,"(5,10]",1.96,"1",1,68
NA,"5",NA,NA,0.47,0.3284,"(5,10]",NA,"1",1,217
9,"5","1",1.4,0.51,0.3582,"(5,10]",1.96,"1",1,166
NA,"5","1",1.4,0.47,0.4627,"(5,10]",1.96,"1",1,63
11,"5","1",2.34,0.41,0.4627,"(10,16]",5.4756,"1",1,59
12,"5","1",2.34,0.27,0.5821,"(10,16]",5.4756,"1",1,78
13,NA,"1",1.4,0.21,0.5821,"(10,16]",1.96,"1",1,73
NA,"5",NA,NA,0.25,0.5224,"(10,16]",NA,"1",1,62
15,NA,"1",-0.48,NA,NA,NA,0.2304,"1",1,65
16,"5","1",-0.48,0.26,0.3582,"(10,16]",0.2304,"1",1,97
17,NA,"1",-1.42,NA,NA,NA,2.0164,"1",1,161
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,120
19,"5","1",-2.36,0.3,NA,"(16,19]",5.5696,"1",1,96
20,"5","1",-3.3,0.33,0.4179,"(19,24]",NA,"1",1,53
21,"5","1",-4.24,0.38,0.2836,"(19,24]",17.9776,"1",1,41
22,"5","1",-5.18,0.41,0.3881,"(19,24]",26.8324,"1",1,34
23,NA,"1",-5.18,NA,NA,NA,26.8324,"1",1,27
0,"6","1",-6.12,0.45,0.2537,"(-0.01,5]",37.4544,"1",1,13
1,"6","2",-6.12,0.41,0.3881,"(-0.01,5]",37.4544,"1",1,12
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,11
3,"6","2",-6.12,0.41,0.2836,"(-0.01,5]",37.4544,"1",1,7
4,"6","2",-7.06,NA,0.2985,"(-0.01,5]",49.8436,"1",1,3
6,NA,NA,-7.06,NA,NA,NA,49.8436,"1",1,2
7,"6","1",-7.06,0.44,0.2836,"(5,10]",49.8436,"1",1,8
8,"6","1",-7.06,0.44,0.3284,"(5,10]",49.8436,"1",1,27
9,NA,"1",-6.12,NA,NA,NA,37.4544,"1",1,40
NA,"6",NA,NA,0.41,0.1642,"(5,10]",NA,"1",1,53
NA,"6",NA,NA,NA,0.1343,"(10,16]",NA,"1",1,63
12,"6","2",-5.18,0.38,0.1045,"(10,16]",NA,"1",1,70
13,"6","1",-4.24,0.35,0,"(10,16]",17.9776,"1",1,84
14,"6","1",-3.3,0.33,0.1045,"(10,16]",10.89,"1",1,75
15,NA,"1",-2.36,NA,NA,NA,5.5696,"1",1,103
16,"6","1",-2.36,0.28,0.194,"(10,16]",NA,"1",1,83
17,"6","1",-2.36,0.28,0,"(16,19]",NA,"1",1,67
18,"6","1",-4.24,0.35,0.194,"(16,19]",17.9776,"1",1,54
19,"6","1",-4.24,0.35,0.1343,"(16,19]",17.9776,"1",1,59
20,"6","1",-5.18,0.45,0.1642,"(19,24]",26.8324,"1",1,45
21,"6","1",-5.18,0.41,0.0896,"(19,24]",26.8324,"1",1,39
NA,"6","1",-5.18,0.49,0,"(19,24]",26.8324,"1",1,30
NA,"6",NA,NA,0.57,0.1045,"(19,24]",NA,"1",1,33
0,"0","1",-6.12,0.57,0.1045,"(-0.01,5]",37.4544,"1",1,22
NA,"0",NA,NA,0.57,0.1045,"(-0.01,5]",NA,"1",1,13
2,"0","1",-7.06,0.62,0.1343,"(-0.01,5]",49.8436,"1",1,18
3,"0","1",-7.06,0.62,0.1343,"(-0.01,5]",49.8436,"1",1,5
5,"0","2",-6.12,0.57,0.1045,"(-0.01,5]",37.4544,"1",1,3
6,"0","2",-6.12,0.57,0.1045,"(5,10]",37.4544,"1",1,1
NA,NA,"1",NA,NA,NA,NA,17.9776,"1",1,2
8,NA,"1",NA,NA,NA,NA,26.8324,"1",1,19
9,"0","1",-3.3,0.54,0.3582,"(5,10]",10.89,"1",1,28
10,NA,"1",-1.42,NA,NA,NA,2.0164,"1",1,58
11,"0","1",-1.42,0.43,0.2239,"(10,16]",2.0164,"1",1,99
NA,"0","1",-0.48,0.37,0.4627,"(10,16]",0.2304,"1",1,116
13,"0","1",-1.42,NA,0.3881,"(10,16]",2.0164,"1",1,87
14,"0","1",-0.48,0.28,0.3582,"(10,16]",0.2304,"1",1,110
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,77
16,NA,"1",NA,NA,NA,NA,0.2304,"1",1,65
17,"0","1",-1.42,0.26,0.3881,"(16,19]",2.0164,"1",1,55
18,NA,"1",-2.36,NA,NA,NA,5.5696,"1",1,49
19,"0","1",-2.36,NA,0.2836,"(16,19]",5.5696,"1",1,50
20,"0","1",-3.3,0.36,0.2537,"(19,24]",10.89,"1",1,35
NA,"0",NA,NA,0.36,0.194,"(19,24]",NA,"1",1,25
22,"0","1",-4.24,0.38,0.194,"(19,24]",17.9776,"1",1,28
23,"0","1",-5.18,0.41,0.2239,"(19,24]",26.8324,"1",1,21
0,"1","1",-5.18,0.41,0.194,"(-0.01,5]",26.8324,"1",1,7
NA,"1",NA,NA,0.45,0.194,"(-0.01,5]",NA,"1",1,1
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,1
4,"1","1",-7.06,0.48,0.1343,"(-0.01,5]",NA,"1",1,1
5,"1","1",-7.06,0.48,0.1343,"(-0.01,5]",49.8436,"1",1,5
6,"1","1",-7.06,0.48,0.0896,"(5,10]",49.8436,"1",1,15
NA,"1","1",-7.06,0.48,0,"(5,10]",49.8436,"1",1,84
8,"1","1",-6.12,0.49,0,"(5,10]",37.4544,"1",1,177
9,"1","1",-5.18,NA,0,"(5,10]",26.8324,"1",1,102
NA,"1",NA,NA,0.42,0,"(5,10]",NA,"1",1,40
11,"1","1",-3.3,0.46,0.1343,"(10,16]",10.89,"1",1,46
12,"1","2",-2.36,0.42,0.194,"(10,16]",5.5696,"1",1,63
13,"1","2",-1.42,0.43,0.2239,"(10,16]",2.0164,"1",1,60
NA,NA,NA,NA,0.46,0.2239,"(10,16]",NA,"1",1,45
15,NA,"1",-0.48,NA,NA,NA,0.2304,"1",1,57
16,"1","1",-0.48,0.47,0.2537,"(10,16]",0.2304,"1",1,70
17,"1","1",-1.42,0.5,0.2537,"(16,19]",2.0164,"1",1,184
NA,"1",NA,NA,0.59,NA,"(16,19]",NA,"1",1,153
19,"1","1",-1.42,0.54,0.1642,"(16,19]",2.0164,"1",1,106
20,"1","1",-1.42,0.59,0.194,"(19,24]",2.0164,"1",1,81
NA,NA,"1",-1.42,NA,NA,NA,2.0164,"1",1,59
22,"1","2",-1.42,NA,0.2239,"(19,24]",NA,"1",1,35
23,"1","2",-0.48,0.64,0.2537,"(19,24]",0.2304,"1",1,24
NA,"2",NA,NA,0.69,0.2836,"(-0.01,5]",NA,"1",1,9
1,"2","2",-0.48,0.69,0.1642,"(-0.01,5]",0.2304,"1",1,5
NA,"2",NA,NA,NA,0.2239,"(-0.01,5]",NA,"1",1,2
4,"2","1",-1.42,0.74,0.1045,"(-0.01,5]",2.0164,"1",1,1
5,"2","1",-1.42,0.74,0.2239,"(-0.01,5]",2.0164,"1",1,9
6,NA,"1",-0.48,0.74,0.1045,NA,0.2304,"1",1,36
7,"2","1",-0.48,0.74,0.2239,"(5,10]",0.2304,"1",1,108
8,"2","2",-0.48,0.74,0.1343,"(5,10]",NA,"1",1,238
9,"2","2",NA,0.64,0.0896,"(5,10]",1.96,"1",1,144
10,"2","2",2.34,0.6,0.1045,"(5,10]",5.4756,"1",1,55
11,"2","2",3.28,0.6,0.1343,"(10,16]",10.7584,"1",1,61
12,"2","2",4.22,0.56,0.0896,NA,17.8084,"1",1,106
13,NA,"2",4.22,NA,NA,NA,17.8084,"1",1,93
14,"2","2",6.1,0.45,0,"(10,16]",37.21,"1",1,68
15,"2","2",7.04,0.42,0,"(10,16]",49.5616,"1",1,84
16,"2","2",7.04,0.42,0,"(10,16]",49.5616,"1",1,116
NA,"2","1",6.1,NA,0,"(16,19]",37.21,"1",1,222
NA,"2","2",6.1,0.49,0.0896,"(16,19]",37.21,"1",1,225
NA,NA,NA,NA,0.65,0.1642,"(16,19]",NA,"1",1,146
20,"2","1",3.28,0.65,0.194,"(19,24]",10.7584,"1",1,119
21,NA,"1",3.28,0.65,0.194,"(19,24]",10.7584,"1",1,45
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,53
23,"2","2",2.34,0.64,0.1642,"(19,24]",5.4756,"1",1,40
NA,"3",NA,NA,0.69,0.1343,"(-0.01,5]",NA,"1",1,17
1,"3",NA,3.28,0.65,0.1343,"(-0.01,5]",10.7584,"1",1,5
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,10
5,"3",NA,1.4,0.86,0.2836,"(-0.01,5]",1.96,"1",1,1
6,"3","3",1.4,0.86,0.2836,"(5,10]",1.96,"1",1,8
7,NA,"3",2.34,NA,NA,NA,5.4756,"1",1,30
8,"3","3",2.34,0.87,0.2985,"(5,10]",5.4756,"1",1,72
9,"3","3",2.34,0.87,0.2985,"(5,10]",5.4756,"1",1,58
10,NA,"3",2.34,NA,NA,NA,5.4756,"1",1,28
11,"3","3",2.34,0.93,0.3284,"(10,16]",5.4756,"1",1,41
12,NA,"3",2.34,NA,NA,NA,5.4756,"1",1,48
NA,"3",NA,NA,0.93,0.3284,"(10,16]",NA,"1",1,47
14,"3","3",2.34,0.93,0.3582,"(10,16]",5.4756,"1",1,36
15,NA,"3",2.34,NA,NA,NA,5.4756,"1",1,43
16,"3","3",2.34,0.93,0.3284,NA,5.4756,"1",1,36
17,"3","3",1.4,0.93,NA,"(16,19]",1.96,"1",1,26
16,NA,"1",2.34,NA,NA,NA,5.4756,"1",1,24
17,"4","1",2.34,0.55,0.1045,"(16,19]",NA,"1",1,84
18,"4","1",1.4,0.69,0.0896,"(16,19]",1.96,"1",1,104
19,"4","1",1.4,0.69,0.0896,"(16,19]",1.96,"1",1,79
20,"4","1",0.459999999999999,0.74,0.0896,"(19,24]",0.211599999999999,"1",1,59
21,"4","1",0.459999999999999,0.74,0.0896,"(19,24]",0.211599999999999,"1",1,38
22,NA,"1",0.459999999999999,NA,NA,NA,0.211599999999999,"1",1,27
23,"4","1",0.459999999999999,0.8,0.1642,"(19,24]",0.211599999999999,"1",1,16
0,"5",NA,1.4,0.75,0.1343,"(-0.01,5]",1.96,"1",1,9
1,"5","2",1.4,0.75,0.1343,"(-0.01,5]",1.96,"1",1,3
2,NA,"2",1.4,NA,NA,NA,1.96,"1",1,2
3,NA,"2",1.4,NA,NA,NA,1.96,"1",1,1
5,NA,"2",NA,NA,NA,NA,0.211599999999999,"1",1,4
6,"5","2",0.459999999999999,0.8,0.1343,NA,0.211599999999999,"1",1,16
NA,"5",NA,NA,0.86,0.0896,"(5,10]",NA,"1",1,60
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,157
9,"5","3",NA,0.86,0.0896,"(5,10]",0.211599999999999,"1",1,101
10,"5","3",0.459999999999999,0.86,0.1045,"(5,10]",0.211599999999999,"1",1,49
11,NA,"3",0.459999999999999,NA,NA,NA,0.211599999999999,"1",1,30
12,"5","3",0.459999999999999,0.93,0.1045,"(10,16]",0.211599999999999,"1",1,29
13,NA,"3",0.459999999999999,NA,NA,NA,0.211599999999999,"1",1,31
14,"5","3",2.34,NA,0,"(10,16]",5.4756,"1",1,38
15,NA,NA,1.4,NA,NA,NA,1.96,"1",1,41
16,"5","1",2.34,0.8,0,NA,5.4756,"1",1,80
17,NA,NA,3.28,NA,NA,NA,10.7584,"1",1,149
NA,"5",NA,NA,0.75,0.194,"(16,19]",NA,"1",1,109
NA,"5",NA,NA,0.75,0.1343,"(16,19]",NA,"1",1,89
20,"5","2",3.28,0.7,0.194,"(19,24]",10.7584,"1",1,62
21,"5","2",2.34,0.75,0.1343,"(19,24]",5.4756,"1",1,58
22,"5","1",3.28,0.65,0.3582,"(19,24]",10.7584,"1",1,26
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,23
0,"6","1",2.34,NA,0.3582,NA,5.4756,"1",1,28
1,"6","1",2.34,0.64,0.194,"(-0.01,5]",5.4756,"1",1,20
2,"6","1",2.34,0.64,0.1642,"(-0.01,5]",5.4756,"1",1,15
3,"6","1",1.4,0.64,0.1343,"(-0.01,5]",1.96,"1",1,8
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,3
6,"6","1",-0.48,0.64,NA,"(5,10]",0.2304,"1",1,2
NA,NA,"1",-0.48,NA,NA,NA,0.2304,"1",1,5
8,"6","1",0.459999999999999,0.55,0.1642,"(5,10]",0.211599999999999,"1",1,34
9,NA,NA,0.459999999999999,NA,NA,NA,0.211599999999999,"1",1,34
10,"6","2",0.459999999999999,0.64,0.1045,"(5,10]",0.211599999999999,"1",1,55
11,NA,"2",0.459999999999999,NA,NA,NA,0.211599999999999,"1",1,64
12,"6","2",1.4,0.59,0.194,"(10,16]",1.96,"1",1,78
13,"6","2",2.34,0.55,0.1642,"(10,16]",5.4756,"1",1,65
14,"6","2",2.34,0.6,0.1343,"(10,16]",5.4756,"1",1,99
15,NA,"1",NA,NA,NA,NA,5.4756,"1",1,120
16,"6","1",3.28,NA,0.1642,"(10,16]",10.7584,"1",1,107
17,"6","1",3.28,0.6,0,"(16,19]",10.7584,"1",1,91
NA,"6",NA,NA,0.69,NA,"(16,19]",NA,"1",1,68
19,"6","2",2.34,0.69,NA,"(16,19]",5.4756,"1",1,58
20,"6","1",0.459999999999999,0.74,0.0896,"(19,24]",0.211599999999999,"1",1,43
NA,"6",NA,NA,0.74,0.0896,"(19,24]",NA,"1",1,36
22,"6","1",-0.48,0.8,0.0896,"(19,24]",0.2304,"1",1,32
23,"6","1",-0.48,0.8,0.0896,"(19,24]",0.2304,"1",1,33
0,"0","1",-0.48,0.8,0.1045,"(-0.01,5]",0.2304,"1",1,33
1,"0",NA,-1.42,0.8,0,"(-0.01,5]",2.0164,"1",1,29
2,"0","1",-0.48,0.8,0,"(-0.01,5]",0.2304,"1",1,11
3,NA,"1",NA,NA,NA,NA,2.0164,"1",1,8
NA,"0",NA,NA,0.93,0,"(-0.01,5]",NA,"1",1,1
NA,"0",NA,NA,0.86,0,"(-0.01,5]",NA,"1",1,3
7,"0","1",-1.42,0.86,NA,"(5,10]",2.0164,"1",1,3
NA,"0",NA,NA,0.86,0,"(5,10]",NA,"1",1,12
9,"0","2",-0.48,0.8,0,"(5,10]",0.2304,"1",1,38
10,"0","2",0.459999999999999,0.8,0,"(5,10]",0.211599999999999,"1",1,64
11,"0","1",2.34,0.75,0,"(10,16]",5.4756,"1",1,59
12,NA,"1",6.1,0.52,0.1045,"(10,16]",37.21,"1",1,97
13,NA,"1",5.16,NA,NA,NA,26.6256,"1",1,84
14,"0","1",5.16,0.61,NA,"(10,16]",26.6256,"1",1,122
NA,"0",NA,6.1,0.56,0,"(10,16]",37.21,"1",1,109
16,"0","1",6.1,0.56,0,"(10,16]",37.21,"1",1,123
17,"0","1",6.1,0.56,0.194,"(16,19]",37.21,"1",1,77
NA,"0",NA,NA,0.65,0.1642,"(16,19]",NA,"1",1,65
19,"0","1",4.22,0.65,0.194,"(16,19]",17.8084,"1",1,55
20,NA,"2",4.22,NA,NA,NA,17.8084,"1",1,33
21,"0","2",3.28,0.7,0.1642,"(19,24]",10.7584,"1",1,28
NA,"0",NA,NA,NA,0.194,NA,NA,"1",1,21
23,"0","2",3.28,0.65,0.2836,"(19,24]",10.7584,"1",1,21
0,"1","2",3.28,0.65,0.2239,"(-0.01,5]",NA,"1",1,7
NA,"1",NA,NA,0.64,0.2537,"(-0.01,5]",NA,"1",1,7
2,"1","1",NA,0.64,0.194,"(-0.01,5]",5.4756,"1",1,1
3,NA,"1",2.34,NA,NA,NA,5.4756,"1",1,2
NA,"1","1",1.4,0.59,0.2239,"(-0.01,5]",1.96,"1",1,2
5,"1","1",NA,0.64,0.2836,"(-0.01,5]",0.211599999999999,"1",1,8
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,37
7,"1","2",-0.48,0.64,NA,NA,0.2304,"1",1,72
8,"1","2",-0.48,NA,0.2836,"(5,10]",NA,"1",1,185
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,112
10,"1","2",-0.48,0.59,0.194,"(5,10]",0.2304,"1",1,69
11,"1","2",-0.48,0.59,0.194,"(10,16]",0.2304,"1",1,48
NA,"1",NA,NA,0.55,0.1045,"(10,16]",NA,"1",1,68
NA,"1",NA,NA,0.59,0,"(10,16]",NA,"1",1,54
14,NA,"2",0.459999999999999,0.55,0.1343,"(10,16]",0.211599999999999,"1",1,86
15,"1","2",-0.48,0.59,0.1343,"(10,16]",0.2304,"1",1,44
16,"1","2",-0.48,0.56,NA,"(10,16]",0.2304,"1",1,86
17,NA,"2",-0.48,NA,NA,NA,0.2304,"1",1,161
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,156
19,NA,"1",6.1,0.61,0.1045,"(16,19]",37.21,"1",1,111
20,"1","3",-0.48,0.59,0.1642,"(19,24]",NA,"1",1,78
NA,"1",NA,NA,0.59,0.0896,NA,NA,"1",1,56
22,"1","2",-0.48,0.59,0.1045,NA,0.2304,"1",1,34
NA,"1",NA,NA,0.64,0.0896,"(19,24]",NA,"1",1,17
NA,NA,NA,-0.48,0.64,0.1045,"(-0.01,5]",0.2304,"1",2,8
1,"2","2",-0.48,0.69,0.1045,"(-0.01,5]",0.2304,"1",2,3
2,"2","2",-0.48,0.69,0,"(-0.01,5]",0.2304,"1",2,2
3,"2","2",-0.48,NA,0,"(-0.01,5]",0.2304,"1",2,2
5,"2","3",-1.42,0.93,0,"(-0.01,5]",2.0164,"1",2,3
6,"2",NA,-1.42,0.93,0,"(5,10]",NA,"1",2,22
7,NA,"3",-0.48,NA,NA,NA,0.2304,"1",2,52
8,"2","3",-0.48,0.93,0,NA,0.2304,"1",2,135
9,"2","2",-0.48,0.93,0,"(5,10]",0.2304,"1",2,116
10,"2","2",-0.48,0.93,0,"(5,10]",0.2304,"1",2,47
11,"2","2",0.459999999999999,0.86,0,"(10,16]",0.211599999999999,"1",2,51
12,NA,"2",1.4,NA,NA,NA,1.96,"1",2,55
13,"2","2",1.4,0.86,0,"(10,16]",1.96,"1",2,52
14,NA,"2",2.34,NA,NA,NA,5.4756,"1",2,54
NA,"2",NA,NA,0.75,0,"(10,16]",NA,"1",2,52
16,NA,"2",3.28,NA,NA,NA,10.7584,"1",2,64
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,176
NA,"2",NA,NA,0.81,0.1045,"(16,19]",NA,"1",2,168
NA,"2",NA,NA,0.81,0.1343,"(16,19]",NA,"1",2,108
20,"2",NA,2.34,0.87,0.1343,"(19,24]",5.4756,"1",2,74
21,"2","2",2.34,NA,NA,"(19,24]",5.4756,"1",2,64
22,NA,"2",2.34,NA,NA,NA,5.4756,"1",2,36
23,"2","3",1.4,0.93,0.194,"(19,24]",1.96,"1",2,16
0,"3","3",2.34,0.93,0.1045,"(-0.01,5]",5.4756,"1",2,2
1,NA,NA,2.34,NA,NA,NA,5.4756,"1",2,3
2,NA,"3",2.34,NA,NA,NA,5.4756,"1",2,4
NA,"3","3",2.34,0.93,0.1343,"(-0.01,5]",5.4756,"1",2,1
4,NA,"3",NA,NA,NA,NA,5.4756,"1",2,1
NA,"3","3",2.34,0.93,0.1045,"(-0.01,5]",5.4756,"1",2,3
NA,"3",NA,NA,0.93,0.1045,"(5,10]",NA,"1",2,18
7,NA,"3",2.34,NA,NA,NA,5.4756,"1",2,49
8,"3","3",2.34,0.93,0.2239,"(5,10]",5.4756,"1",2,155
9,"3","2",3.28,0.93,0.0896,"(5,10]",10.7584,"1",2,123
10,"3","2",2.34,1,0,"(5,10]",5.4756,"1",2,61
11,"3","2",3.28,0.93,NA,"(10,16]",10.7584,"1",2,52
NA,"3","2",3.28,0.93,0.2239,"(10,16]",10.7584,"1",2,64
13,"3","1",7.98,0.93,0.1642,"(10,16]",63.6804,"1",2,75
14,"3","1",9.86,0.82,0.3881,"(10,16]",97.2196,"1",2,63
NA,NA,NA,NA,0.76,0.3284,"(10,16]",NA,"1",2,76
16,NA,"1",8.92,0.71,0.2985,"(10,16]",79.5664,"1",2,103
NA,"3",NA,NA,0.53,0.5224,"(16,19]",NA,"1",2,190
18,"3","1",7.98,0.42,0.5522,"(16,19]",63.6804,"1",2,182
19,"3","1",5.16,0.45,0.4925,"(16,19]",26.6256,"1",2,91
20,"3","1",3.28,0.48,0.5522,"(19,24]",10.7584,"1",2,75
21,"3","1",2.34,0.47,0.3284,NA,5.4756,"1",2,63
22,"3","1",2.34,0.44,0.2537,"(19,24]",5.4756,"1",2,40
